Number	Decade	Country	Source	File
30583415	1971	USA	Hotpants Catalogue Plate	fd9a82d717329bc62b611e8ea0e9b187.jpg
30583414	1978	USA	Lee Magazine Advert	cb6dd26f43aa58faaec585da5e0298ca.jpg
30583412	1910	USA	Kodak Magazine Advert	673b18df5ac98ccd21097a12c7348274.jpg
30583396	1969	USA	Movie Star Magazine Advert	d349898c4868662c72d5ba689d912a4c.jpg
30583394	1974	USA	Funky Magazine Advert	6e4abb88525f1cdf84d1d541fe306712.jpg
30583393	1917	USA	Luxite Magazine Advert	3d06f56b52cbe017d618fbeb2e7f32b1.jpg
30583390	1984	USA	Levi's Magazine Advert	2af07731fe054b489094712791494b96.jpg
30583387	1997	USA	Charles David by Nathalie M...	f89d49ae965c74160d6dfebb6df4f215.jpg
30583384	1961	USA	Converse Magazine Advert	e86d8590487f00e50837e814767ca412.jpg
30583380	1910	USA	Redfern Magazine Advert	70c9064c79722e0390310d203340c312.jpg
30583379	1906	USA	Coca-Cola Magazine Advert (detail)	7a1891ba2b28dd7ad55763b0d178c333.jpg
30583375	1951	USA	Cannon Magazine Advert	a024d80fb2bc304f72bebf08b9cae633.jpg
30583372	1927	USA	National Lamp Company Magazine...	d6cbe8eae6cd854f6c2e3884d7523558.jpg
30583371	1972	USA	Captiva Magazine Advert	c612c36aafdce16a8d71b2392d00d157.jpg
30583368	1950	USA	Slipmates Magazine Advert	eb9093e7c79d6a8e86f9c953690cd690.jpg
30583363	1924	USA	Gossard Magazine Advert	c81a4d12809b5304e741afc4e9960a01.jpg
30583358	1954	USA	Maidenform Magazine Advert...	7a80a67c51be976960b1b92cce41be55.jpg
30583137	1950s	USA	Flint Magazine Advert	8a37ceac7985b8f9ac69b1b20573147e.jpg
30583136	1950s	USA	Flint Magazine Advert (detail)	00ea797063b05ec5b5a1478546d21bc9.jpg
30583135	1950	USA	Star Weekly Magazine Advert	8717f4648166a18af0258926e388529d.jpg
30583134	1949	USA	Star Weekly Magazine Plate	1221a23f1639b902e446272729c05efe.jpg
30583133	1950	USA	Star Weekly Magazine Cover	38ab5e49c6ad586c1827b40abba40833.jpg
30583132	1950s	USA	Philip Morris Magazine Advert	02f9160512861322594bae624779738f.jpg
30583130	1954	USA	Illustrations Magazine Plate	58314b12e3c425fb59286899d651f08a.jpg
30583129	1950s	USA	Illustrations Magazine Plate	158720b76dbd9426cb3fb7b8c5741cdd.jpg
30583128	1950s	USA	Illustrations Magazine Plate	a1a1794e8c87f751dfd3c11fbc614578.jpg
30583126	1954	USA	Illustrations Magazine Advert	2e786663752219bb1d79be27ed6efd05.jpg
30583124	1954	USA	Kodak Magazine Advert	58829336ec5d8663fc22ac95da9a5e64.jpg
30583123	1950s	USA	Illustrations Magazine Plate	49f1c305d9c8f3428235f9318167219d.jpg
30583122	1950s	USA	Illustrations Magazine Plate	a4ed412a522c6921216a9ecb836b31c2.jpg
30583118	1953	USA	Illustrations Magazine Advert	2a55d903bb58e78f4531f50e1a44dee9.jpg
30583116	1950s	USA	Illustrations Magazine Plate	9c284ec23d9bedfb75d19d90e2f5c39b.jpg
30583115	1950s	USA	Metropolitan Life Insurance...	1295723b9177e29f63b2bdedbe65dba8.jpg
30583114	1950s	USA	Metropolitan Life Insurance...	d15cb4880a978112b5efee2806e31db4.jpg
30583113	1950s	USA	Illustrations Magazine Advert	5c68b549a35e5f106037569e33b6e59c.jpg
30583112	1950s	USA	Illustrations Magazine Advert	12d918dd337913114c4e2ebd454d5c2e.jpg
30583103	1951	USA	Life Insurance Company Magazine...	8bcd6042cda00cf1d86a22bd95bf59fe.jpg
30583097	1954	USA	Illustrations Magazine Advert	9125b2184e58660149946423479a8ef0.jpg
30583096	1953	USA	IBM Magazine Advert	23d0de890cdcf9c2c2b35a4b64bda8d8.jpg
30583095	1951	USA	IBM Magazine Advert	a9c15d853c5d6b2a15e7709f1eff8248.jpg
30583094	1950	USA	IBM Magazine Advert (detail)	f178048152a629e18991bf9192986b45.jpg
30583093	1951	USA	Pan American Coffee Co Magazine...	aab6edd81efd51d14e48ab58d5ac882b.jpg
30583090	1950s	USA	Illustrations Magazine Plate	9cc2d13fe8fee7d938ea59d7c3feef82.jpg
30583084	1955	USA	Texaco Magazine Plate	5b19844325943a0e11af63c7e2043c01.jpg
30583083	1950s	USA	Pacific Magazine Advert	0e432f8075d92b282ea732f38e5f7c0d.jpg
30583080	1950s	USA	Illustrations Magazine Plate	a1fa0fbd01f41a70c21a8561feac44ec.jpg
30583077	1951	USA	Pan American Coffee Co Magazine...	57cd7031d2143085fc36dee44556fee8.jpg
30583072	1950	USA	Haspel Magazine Advert	d1c99f08d36b2fea28a4f1982585a141.jpg
30583071	1952	USA	TWA Magazine Advert	2f23c008db7c12273ac0f06be2757cd6.jpg
30583070	1940s	USA	Coca Cola Magazine Advert	560383f512d8b00ecfeadff5437ad0eb.jpg
30583059	1950	USA	Watchmakers of switzerland...	d2556447b01e3dab585a2bd20e6687f2.jpg
30583058	1950	USA	Watchmakers of switzerland...	c79fb65554cda13e88736e2afeeb9d57.jpg
30583052	1950s	USA	Beautyrest Magazine Advert	5ea7036ef34333ae1f50d6904a849fa6.jpg
30583050	1950	USA	Watchmakers of Switzerland...	3c8e6bfe741faec22881e137fb3d2b53.jpg
30583049	1950	USA	Watchmakers of Switzerland...	abb317e8f01b7b08999e3f325d889f17.jpg
30583035	1952	USA	Nescafe Magazine Advert	508a266766292f24c14df933e53461e8.jpg
30582939	1990s	USA	Sears Catalogue Plate	1d38693240cf5406e0158d869a66ee3d.jpg
30582688	1960s	USA	Valium Magazine Advert	714912a1e67b89ee432406d9e4e4c094.jpg
30581952	1950s	USA	DuPont Magazine Advert	c6b533b3dce106ad789796157ace90e1.jpg
30581802	1953	USA	Telephones Magazine Plate	1192f9a2cae7c8ae0a59b03d73d6e266.jpg
30581788	1960s	USA	Rock-Ola Magazine Advert	8bb823c78bf94420a33d6ddf81074a3d.jpg
30581786	1959	USA	Rock-Ola Magazine Plate	764a8545dfc6d587fc8c977d32cc76ce.jpg
30581785	1950s	USA	Wurlitzer Magazine Plate	65b17bd6f399599eee456ab4eb37b31b.jpg
30581784	1950s	USA	Wurlitzer Magazine Plate	8a45d8e3a262b3254b425d4b993b4bc3.jpg
30581189	1920s	USA	Occident Magazine Advert	db9d928a0851235c51406d49f019e7e4.jpg
30581186	1921	USA	I'Aiglon Magazine Advert	5f5809c3f0f4150a12b78e900bd05dd5.jpg
30581184	1921	USA	Lux Magazine Advert	d9b5d19f2ca58c98be49ae7fcc02493a.jpg
30581182	1921	USA	Mavis Magazine Advert	3dc8e5818546c653026566e31e7233f2.jpg
30581180	1921	USA	Kotex Magazine Advert	81411e0cabe9d1569711b0f6e7a3d927.jpg
30581179	1924	USA	Maxwell House Magazine Advert	7d1cbd41eaa1a350a08b0b0736b5158c.jpg
30581176	1927	USA	Sunbrite Magazine Advert	e7ce11c88b2db3170bbe2fd39ab2512e.jpg
30581174	1929	USA	Johnson's Magazine Advert	265df4fb189c6904556192598364360a.jpg
30581172	1920s	USA	Kodak Magazine Advert	65d5337602d9ed814dc867ae0ba0a3bd.jpg
30581167	1928	USA	Palmolive Magazine Advert	7382df496c0d8f3052f31e2aa6c23d8a.jpg
30580693	1960s	USA	Blue C Nylon and Bellmans...	25c9b35c107a751623db6c902fb0c063.jpg
30580692	1960s	USA	Berkertex Magazine Advert	2b2acef199f55ebcc11eeaaa3879dd93.jpg
30580691	1960	USA	Smirnoff Magazine Advert	2e3a5dde57cd3a524bf64178d4979beb.jpg
30580690	1950s	USA	kellogg's Magazine Advert	a996ad789554eb3dd27bb60771548cc0.jpg
30580687	1956	USA	Westinghouse Magazine Advert	48cab911b2a23d60f9ec2a2413001fc9.jpg
30580685	1961	USA	Winston Magazine Advert	2474d330e93270c061e6fe04b448e113.jpg
30580681	1960	USA	Clairol Magazine Advert	3f2a65e02ab5e62ce33e54787392a21c.jpg
30580679	1961	USA	Springmaid Magazine Cover	82f6bf9ec566b958493f0025c8dff3b8.jpg
30580642	1950s	USA	Cole of California Magazine Advert	eae9b25b4d67ae965a04068b0286cf19.jpg
30580641	1950s	USA	Crescendoe Magazine Advert	519f373e043c9253e7726c924e8a29a1.jpg
30580638	1950s	USA	Bergdorf Goodman Magazine Advert	80ec63188df23a78711e6e26c7a11396.jpg
30580637	1950s	USA	Kayser Magazine Advert	293eeaf49187f5827c13a1d417dcdf73.jpg
30580635	1959	USA	Crescendoe Magazine Advert	2ca2d1bf04705af805059919cd76a9aa.jpg
30580631	1950s	USA	Samsonite Magazine Advert	cd845bf0c2d1adec6e549fa8651e3fad.jpg
30580627	1948	USA	Hockanum Woolens Magazine Advert	46e32cd000b1c429bd0add817c5cea54.jpg
30580626	1940s	USA	Elizabeth Arden Magazine Advert	da436b77a5044740029e12bdf1f85287.jpg
30580625	1940	USA	Rosenblum Magazine Advert	df2c3404524a12edf7d859563fc0d3d6.jpg
30580624	1940s	USA	Hanes Magazine Advert	4091ad2e12c0c56f700a4af19c79204f.jpg
30580623	Silverblu	USA	Magazine Advert	85f04f7e76c283c4036a51067d359e81.jpg
30580612	1960s	USA	Harburt  Magazine Advert	5072741d7e63adc94777d174b560d676.jpg
30580610	1960s	USA	American Golfer Magazine Advert	d4b731ca2ec94c8dbd867811d0e4a06b.jpg
30580608	1960s	USA	Klopman Magazine Advert	39211fd3554e7056281b5827659de056.jpg
30580603	1950s	USA	Balenciaga Magazine Advert	505c5b0b2de71a63488b3db59aac6220.jpg
30580586	1950s	USA	Arrow Magazine Advert (detail)	a3e44e84f20006c21800d1088f4500e9.jpg
30580585	1950s	USA	Arrow Magazine Advert	6091ee368daa23a648da01f09d4df834.jpg
30580584	1950s	USA	Arrow Magazine Advert	398ca6dd9a357b62713b56235c9fd142.jpg
30580577	1954	USA	Arrow Magazine Advert	0f90d0451248714093185990874faa60.jpg
30580575	1949	USA	Arrow Magazine Advert	ec616c3dcf1afc1d99e167b229d0a2ed.jpg
30580574	1949	USA	Arrow Magazine Advert (detail)	e417d3fae5b99120e72b3ac54b1b1c0a.jpg
30580560	1949	USA	Arrow Magazine Advert	78d506e9ce2d8704cab3557ee6357fc6.jpg
30580559	1949	USA	Arrow Magazine Advert (detail)	a9a49853d6af2a43bf15df25ff91bac7.jpg
30580521	1950s	USA	Smartee Magazine Advert	6811ec1f6686db60a71f98fb49ad3619.jpg
30580520	1950s	USA	Chippewa Magazine Advert	0acb8400f7543fe1a039400a800d066e.jpg
30580519	1957	USA	DuBarry Magazine Advert	b379c01554792ebe29ac452c13435f56.jpg
30580518	1950s	USA	Darlene Magazine Advert	2cfaa56a15a9be700326e04722d744c5.jpg
30580517	1950s	USA	Martini & Rossi Magazine Advert	184e4d50ce4d260cfab15bd3f2933e39.jpg
30580516	1950s	USA	Arnel Magazine Advert	d74e68efb7f0efbf07a069be8c4de5e4.jpg
30580515	1950s	USA	Chemstrand Magazine Advert	90473bc80a4db4d8e31e6729956d5a09.jpg
30580514	1950s	USA	R&K Dress Company Magazine Advert	cc6428af20aea3aa5104973300610366.jpg
30580512	1953	USA	Branell Magazine Advert	1fd436e775bc60574a3a6f089cdf6989.jpg
30580511	1950s	USA	The House of Swansdown Magazine...	091f70b20b6746f5aa243d5147b0743e.jpg
30580509	1950s	USA	Jane Irwill Magazine Advert	6293eefb59bd30fc88ba07dab9dbf581.jpg
30580508	1956	USA	Womens Fashion Magazine Plate	260107ad4f76204c2c5d96573c8fe67e.jpg
30580506	1950s	USA	Aelaar Magazine Advert	411fbbef963c5dd2a4d122f46c4b4cf9.jpg
30580505	1950s	USA	Lofties Magazine Advert	ddd7ce32b69d9a2801b4ea314621269b.jpg
30580504	1957	USA	Gay Gibson Magazine Advert	4f64435d74c0affd1fa5703666ef3c8e.jpg
30580399	1864	USA	The Little White Girl Magazine...	0a38ea1dee4e00eb98b94514f4a3f1cd.jpg
30580394	1925	USA	Katharine Cornell as Candida...	4da279faf6334c57f7e3123f6f83c6d1.jpg
30580342	1929	USA	Franklin Magazine Advert	7bc4b8c78d852080d16fde9d26586f02.jpg
30580325	1910s	USA	Peerless Magazine Advert	cc6e2695896c5e12cae01222c09d718b.jpg
30580324	1910s	USA	Pierce-Arrow Magazine Advert	207affe756dc8a925362abcec3f99844.jpg
30580314	1924	USA	Ford Magazine Advert (detail)	583a01de0d77d9a35f3e7a86dc0e4287.jpg
30580287	1910s	USA	Pierce-Arrow Magazine Advert	597f369029b9fbc8260b4f175d3ed6ca.jpg
30580152	1916	USA	Willys-Overland Magazine Advert	413f564a13812e512a5220520d0b2a26.jpg
30580048	1950s	USA	Max Factor Magazine Advert	04e09a8be5956619303403049f388b77.jpg
30580047	1950s	USA	Jaeger Magazine Cover	8b2c459045977c3dfdad2d75845bf163.jpg
30580046	1950s	USA	Hygena Magazine Advert	d9cb2e9b5c155f669b9012cd33bf9e7e.jpg
30580045	1950s	USA	Lastex Magazine Advert	9b5bc8eb0e733eddc7c1833207beed42.jpg
30580044	1948	USA	Kestos Magazine Advert	4db1c5b3b61b56520784589eb80d8953.jpg
30580043	1940s	USA	Bourjois Magazine Advert	2c32893ffde2b2e01acdb77ee656f356.jpg
30580042	1948	USA	Vogue Magazine Advert	6ab2d320336d25aadf5438c0a181e9c8.jpg
30580041	1940s	USA	Schiaparelli Magazine Advert	02d3458c56cbef6c48bb8e8c377a870e.jpg
30580039	1940s	USA	Burlington Mills Magazine Advert	0c819869bf9cd57fdb1d54b92e70bab3.jpg
30580038	1948	USA	Bou K Bra Magazine Advert	34a20bbfe0796370f4d43432798680db.jpg
30579326	1926	USA	Palmolive Magazine Advert (detail)	760c7d047f7e472cfb2abc0846c7533b.jpg
30579316	1926	USA	Blue Moon Magazine Advert (detail)	9b97f39cf5aca7288aa5a22431c55a39.jpg
30579311	1929	USA	Vanity Fair Magazine Cover	52f9aca2d46dd3c3c850b1b1c5cfc252.jpg
30579247	1925	USA	Palmolive Magazine Advert	d6050009c6dc67ac6dd0cd80aa06129e.jpg
30579246	1920s	USA	Palmolive Magazine Advert	3fb2de91025e1097e3a5d74bde729f5f.jpg
30579166	1929	USA	A&P Magazine Advert	83d2053c08ab1a7e8a6baaa571ce832a.jpg
30579163	1926	USA	Womens Fashion Magazine Plate	d7a95225a6cdf3bddf93b25c2a1bf35e.jpg
30579162	1926	USA	Womens Fashion Magazine Plate	5abce4acc871f1ee0d3303d3d9fe203b.jpg
30578832	1955	USA	Dodge Magazine Advert (detail)	ee9c780c9589743fadd5a5e566373b77.jpg
30578831	1955	USA	Dodge Magazine Advert	9a5aa29cc6cfc25b44553d630b08d6ff.jpg
30578565	1950	USA	Illustrations Magazine Plate	a7fd8112aeb9faf98a36274bf099216f.jpg
30578545	1922	USA	Arrow Poster	9a8c051db09cacb735aea93ee2d758e8.jpg
30578544	1910s	USA	Arrow Magazine Advert	7425e0890fb58544d340c31293bf0001.jpg
30578343	1940s	USA	Helena Rubenstein Magazine Advert	183ae96171579989563a5727201c7b04.jpg
30578342	1947	USA	Maybelline Magazine Advert	820ae17ab5cabeb7b05e8a81d4590bfc.jpg
30578341	1940s	USA	Maybelline Magazine Advert	b42f7d24f553e477fc93ca85da5d63a8.jpg
30578340	1940s	USA	Revlon Magazine Advert	4e2d86b56c0d9d1ddf3d2b3f4928fb24.jpg
30578338	1940s	USA	Elizabeth Arden Magazine Advert	2a3797e7d7901d46aec0896e8672fb65.jpg
30578336	1940s	USA	Lucien Lelong Magazine Advert	f65c430b55d7fe9dcf2625dfd681ac42.jpg
30578335	1940s	USA	Schiaparelli Magazine Advert	054ecbd2752a03c32606133fe0ab518d.jpg
30578334	1940s	USA	Schiaparelli Magazine Advert	0c280918989bd1f4c572884356e90355.jpg
30578333	1940s	USA	Lanvin Magazine Advert	af3a26439225062c7e7585a2b9a8c558.jpg
30578332	1940s	USA	Houbigant Magazine Advert	2141eb3878c9acb65cd04614657a3f64.jpg
30578331	1948	USA	Guerlain Magazine Advert	eab82e63313ca1dddb243b6308fc2666.jpg
30578330	1949	USA	Schiaparelli Magazine Advert	2517f2757b30dcabff45e3960026db32.jpg
30578329	1940s	USA	Cutex Magazine Advert	747f46992907e58f1276a16580a06fd4.jpg
30578327	1942	USA	Palmolive Magazine Advert	4f66a0dc0619f284e8fe0b9b691a7061.jpg
30578323	1940s	USA	Elizabeth Arden Magazine Advert	849d9d961e9e657f50a1b1d7f1a8029f.jpg
30578319	1940s	USA	Warner's Magazine Advert	30578a677268c6e5679cc60d10b54ecf.jpg
30578318	1948	USA	Partos Magazine Advert	1396e2d66c597200ab1bfb863af3a81b.jpg
30578317	1940s	USA	Loveable Magazine Advert	160270cda96850b100f33212d8b8cd18.jpg
30578310	1940s	USA	Jantzen Magazine Advert	e7e239f4b8b4385bc16274ff0905be75.jpg
30578308	1940s	USA	Kedettes Magazine Advert	b0d23581fc6ba4ceef39bd57efa8c278.jpg
30578294	1940s	USA	Wolsey Magazine Advert	b654c426d7a93e23c97747e96b98fd2f.jpg
30578293	1940s	USA	Van Raalte Magazine Advert	90ddb22113a1f99bc8950f4e786a6d41.jpg
30578292	1940s	USA	Van Raalte Magazine Advert	69fde096e8b6a5518bfada42b4858f14.jpg
30578289	1940s	USA	Hanes Magazine Advert	1721c17d3f753c74789cc129815692f0.jpg
30578287	1940s	USA	Hanes Magazine Advert	31e21b8516f99d20a792f2d5464398c6.jpg
30578102	1959	USA	General Electric Magazine Advert	2fb8c1a2c4c287bb38a178a350fb4e17.jpg
30578101	1958	USA	Hoover Magazine Advert (detail)	9d09028a4905288362b8550638cb3b9a.jpg
30577875	USA		Movie Humor Magazine Cover	7650a17edbb02068a182d7a567ee0b65.jpg
30577870	USA		Illustrations Poster	f34690b2b813c59f7d9e087274f4be07.jpg
30577856	1960	USA	New Departure Magazine Advert	cc2f4ffab203c435b9f9b0d2d16366e0.jpg
30577805	USA		Benson and Hedges Magazine Advert	5aba5c533def6b7478031c6cdbc9a6a3.jpg
30577765	1944	USA	Harper's Bazaar Magazine Cover	f25dd6d9446d4a7a6d8b7db0b706e3df.jpg
30577760	1930s	USA	Irresistible Magazine Advert	ff17a4c4d15664f2728e47f920a6402f.jpg
30577714	2013	USA	Miroslav Magazine Advert	2ad979ee0498bd0d8e32c27b0e36f625.jpg
30577556	2005	USA	Michael Kors Magazine Advert	04d5b9000ce9d88a92cd03ebe80da15f.jpg
30577555	2006	USA	Michael Kors Magazine Advert	e983384b64108ad94fec8fdad6ec5c80.jpg
30577554	2006	USA	Michael Kors Magazine Advert	ea5f5c55fe5880077a683660f8025d1d.jpg
30577553	2005	USA	Michael Kors Magazine Advert	36a06963902a84cf00c4988ad45349ba.jpg
30577552	2005	USA	Michael Kors Magazine Advert	92b58cd7250bc2329cc58a0690992606.jpg
30577551	2005	USA	Michael Kors Magazine Advert	9e4ff85bc9468953922a7ea5833b3fee.jpg
30577550	2005	USA	Michael Kors Magazine Advert	377cf5b9df5365a3ef34d43c8114730f.jpg
30577549	2000s	USA	Michael Kors Magazine Advert	6cb711a74948d7e9903696409583c23c.jpg
30577548	2007	USA	Michael Kors Magazine Advert	a3f0c0b6894c56f99f215e62fd84e77d.jpg
30577547	2012	USA	Michael Kors Magazine Advert	238d1267e2f3b01466c0d8f3e8f0b00c.jpg
30577546	2012	USA	Michael Kors Magazine Advert	6f5e7ac319bb827e8d5a12d91875ca63.jpg
30577545	2013	USA	Michael Kors Magazine Advert	a9132e688f8456eb5c4506d78b9e4d6c.jpg
30577544	2012	USA	Michael Kors Magazine Advert	8ea7b1dc6503e155955ea0d5a46de702.jpg
30577543	2012	USA	Michael Kors Magazine Advert	9c7844f17ed0515d82859f22804d0fdf.jpg
30577542	2006	USA	Michael Kors Magazine Advert	2cfc4e70cc61920f534914d614495a35.jpg
30577413	1937	USA	American Telephone and Telegraph...	cf2b0da129f9aadb5cd439efcc2164b3.jpg
30576723	2011	USA	Burberry Magazine Advert	33d55077d5f83e9ba5e09ea774848243.jpg
30576708	2013	USA	Jennifer Lopez Magazine Advert	dded2a72e7fd8cc6cf207a200f89614b.jpg
30576702	2013	USA	Garnier Magazine Advert	c54facab7f84ceb004575057f090af7a.jpg
30576699	2013	USA	Nude Magazine Advert	e27fdad359e7362f0c52856ee06d7e89.jpg
30576692	2013	USA	DKNY Magazine Advert	202fcec0b34ad3ec08f90041040455a4.jpg
30576691	2013	USA	Candies Magazine Advert	daa7721beb9ebee4ae6f09a9bd3f29fa.jpg
30576690	2013	USA	Jordache Magazine Advert	d43b16440272c63a5acb00e232d06f76.jpg
30576689	2013	USA	Christian Dior Magazine Advert	e6911d6034d56110b47e05c2075df850.jpg
30576685	2013	USA	Armani Magazine Advert	5099865bdf19bb65eb355ef7665a40c5.jpg
30576684	2013	USA	GAP Magazine Advert	38ca047772b6b2f3edcafc5e75f688ed.jpg
30576682	2013	USA	Mac Magazine Advert	98d610262780104ba37d209128166c75.jpg
30576607	1920s	USA	Picture Play Magazine Cover	7cc92c8a18b6b45d943064b8d61be694.jpg
30576606	1925	USA	Picture Play Magazine Cover	11b6ce8404a793c68b3cab186b9a2429.jpg
30576605	1934	USA	PhotoPlay Magazine Cover	d0c8011c357c1d943dd0e02236c3906f.jpg
30576603	1932	USA	The New Movie Magazine Magazine...	16f75c1304146531d20da5ea0e4fe279.jpg
30576602	1931	USA	The New Movie Magazine Magazine...	0e05699b0b3b42b8df3f41c42e1b1fac.jpg
30576601	1920s	USA	Movie Magazine Magazine Cover	2244c127a7132453fdd80adb810dfb37.jpg
30576599	1920s	USA	Modern Screen Magazine Cover	d3f7168ad165702c94948ae2afc89b66.jpg
30576598	1920s	USA	Modern Screen Magazine Cover	cb74b783aa0a5f8310234145ffb73955.jpg
30576597	1920s	USA	Movie Mirror Magazine Cover	8ac400593856194d58f718c9718ad0f5.jpg
30576585	1930s	USA	PhotoPlay Magazine Cover	788b2fdf54a651aaa2ebf4fd29e86c74.jpg
30576007	1972	USA	Playboy Magazine Plate	472f0a303112ca4db2e4bf4495950e6b.jpg
30575995	1999	USA	Chloe Magazine Advert	ff990ecdaa3152dd668d78a8855c575a.jpg
30575992	1990s	USA	Chloe Magazine Advert	00c588030accc14e7359937de4ddca79.jpg
30575991	1990s	USA	Chloe Magazine Advert	f2453aaa7c7a4da0869ea9b9333c0510.jpg
30575990	1999	USA	Chloe Magazine Advert	0e426c655639f6e44e852a47baa6a1f4.jpg
30575981	1995	USA	Calvin Klein Magazine Advert	9151ca2b6f8d882de197228a344dc89e.jpg
30575807	1929	USA	Fisher Magazine Advert	f071d981770d6a209010e176adf802c2.jpg
30575743	1950s	USA	Rhythm Magazine Advert	8cf1eab08244257d14ef662d628ec5cc.jpg
30575469	2007	USA	Vogue Magazine Cover	709a54acbfa14d5f055108635ec73ed0.jpg
30575427	1982	USA	Nike Magazine Advert	bf7dfc960dde712714b5eb3b12150965.jpg
30575414	1988	USA	Nike Magazine Advert	5f438d7fa68dc8505d51c12d13b5d21f.jpg
30575413	1988	USA	Nike Magazine Advert	753bf05585ee15c36fec94196caf88b4.jpg
30575277	1995	USA	Nike Magazine Advert	f2b2edbdd2cf96e81e6d2e27e73f841b.jpg
30575253	1992	USA	The Feminist Majority Magazine...	d6592d03699782d136809161abd16310.jpg
30575234	1998	USA	Target Magazine Advert	1bd8f1cfe5b783541b0711b1c9801178.jpg
30575233	1998	USA	Target  Magazine Advert	91a474d95e7f1928827febeabb4222f6.jpg
30575191	1986	USA	Nike Magazine Advert	91af1239f92f479a0846c12140fd27ae.jpg
30575190	1986	USA	Nike Magazine Advert	c1bda67d3dbdd497fd46b9dc00b6fddd.jpg
30575175	1986	USA	Nike Magazine Advert	d1a24cb14fb1c6a7dc7ddd55eea3ad79.jpg
30575174	1986	USA	Nike Magazine Advert	7d5fdc25d5b73ee006824c1909e16a29.jpg
30574670	1992	USA	Nike Magazine Advert	f71d8a1a72602acb49930483b21ab675.jpg
30574656	1996	USA	Don Diegos  Magazine Advert	f0c6e0fa8fb3cf461736a7fa101239df.jpg
30574654	1990	USA	h.i.s Magazine Advert	48d2b04a46ec2974b0579c3e77ecf7c4.jpg
30574553	1935	USA	Forstmann Woolens Magazine...	dd7d50113bf5d9f799d3ff0c92df67e3.jpg
30574552	1935	USA	Forstmann Woolens Magazine Advert	de4f052fe18dabaf5ea789fd5ef6fe39.jpg
30574551	1938	USA	Hockanum Woolens Magazine Advert...	595580123a2bfa5252a2561d458f1fd3.jpg
30574550	1938	USA	Hockanum Woolens Magazine Advert	f684658049f1b49beb226979e7f5a01b.jpg
30574549	1939	USA	Hockanum Woolens Magazine Advert...	990cbe1db26c628259193e40d842b854.jpg
30574548	1939	USA	Hockanum Woolens Magazine Advert	ae729b467ada676508186e3f1ac5b696.jpg
30574547	1932	USA	Buick Magazine Advert (detail)	bf3af960228f39eac64eece71a24da80.jpg
30574546	1932	USA	Buick Magazine Advert	fc2ebbf3febe6f0e44201f8ba8b6de50.jpg
30574545	1935	USA	Dorothy Gray Magazine Advert...	bd6d8a7434b91ba1bbc97ef11930c97b.jpg
30574544	1935	USA	Dorothy Gray Magazine Advert	4f42fc1bc8395d0ab0435932dbab1386.jpg
30574543	1950s	USA	Hamilton Magazine Advert	bc86e68288d909f02dcbc539c954b5f5.jpg
30574538	2011	USA	Armani  Magazine Advert	76a678a671fd093c80731431739f0188.jpg
30574509	1936	USA	The New Yorker Magazine Cover	c0023840c54a0f01607db0b8b66d3836.jpg
30574451	1935	USA	Richard Hudnut Magazine Advert	00996d28eb9ff1f385d74c0c95b91601.jpg
30574447	1934	USA	Forstmann Woolens  Magazine Advert	452c24bfc0b5c2f17bacd2e5eec6d54f.jpg
30574446	1934	USA	Forstmann Woolens Magazine Advert	1ab560a4e4155e6afc531bc6fd4098d3.jpg
30574445	1935	USA	Forstmann Woolens  Magazine Advert	b0d11c81b1e7fb49dc444a160e795752.jpg
30574443	1938	USA	Hockanum Woolens Magazine Advert	0d5f5e373866cc081dd58ab93545a553.jpg
30574442	1938	USA	Hockanum Woolens Magazine Advert	ae9e2300e815c9d6f99726b9c84dd560.jpg
30574421	1984	USA	Nike  Magazine Advert	77f9cd50a1e564e46ac24f92472f7568.jpg
30574413	1984	USA	Nike Magazine Advert	5b2a20bdf074801286236ae7893f2d65.jpg
30574069	1920s	USA	Photoplay Magazine Cover	5958466711e72f175ae433902030fc57.jpg
30574068	1920s	USA	Motion Picture Classic Magazine...	1fcbbec5563037338acb6887d398eeb0.jpg
30574065	1928	USA	Screenland Magazine Cover	43d40d19e2a941420ca40c33a665f707.jpg
